Szczecin	0.0	0.0	0.0	0.0	0	0	3
host-cell	0.0	0.0	0.0	0.0	0	0	2
Poetry	0.0	0.0	0.0	0.0	0	0	4
antioxidant-based	0.0	0.0	0.0	0.0	0	0	1
Engkantao	0.0	0.0	0.0	0.0	0	0	2
3-kinase-linked	0.0	0.0	0.0	0.0	0	0	1
phenomenologist	0.5	0.9638834311	1.0	0.943434860732	1	2	2
c/ebps	0.0	0.0	0.0	0.0	0	0	1
localized	0.0	0.0	0.0	0.0	0	0	25
cd2/cd4-positive	0.0	0.0	0.0	0.0	0	0	1
Western	0.0	0.0	0.0	0.0	0	0	10
Retreat	0.0	0.0	0.0	0.0	0	0	1
Euro	0.0	0.0	0.0	0.0	0	0	2
afikoman	0.0	0.0	0.0	0.0	0	0	3
nfil-2a	0.0	0.0	0.0	0.0	0	0	2
nfil-2b	0.0	0.0	0.0	0.0	0	0	2
stipulate	0.0	0.0	0.0	0.0	0	0	1
pigment	0.0	0.0	0.0	0.0	0	0	9
cleisthene	0.0	0.0	0.0	0.0	0	0	1
normoxic	0.0	0.0	0.0	0.0	0	0	1
glycoconjugate	0.0	0.0	0.0	0.0	0	0	1
wooded	0.0	0.0	0.0	0.0	0	0	1
co-express	0.0	0.0	0.0	0.0	0	0	3
wooden	0.0	0.0	0.0	0.0	0	0	4
fos/jun	0.0	0.0	0.0	0.0	0	0	3
multi-point	0.0	0.0	0.0	0.0	0	0	1
Larsen	0.0	0.0	0.0	0.0	0	0	3
crotch	0.0	0.0	0.0	0.0	0	0	1
cox-2-mediated	0.0	0.0	0.0	0.0	0	0	1
ultra-violet	0.0	0.0	0.0	0.0	0	0	1
non-violent	0.0	0.0	0.0	0.0	0	0	1
Colonialism	0.0	0.0	0.0	0.0	0	0	1
inevitably	0.0	0.0	0.0	0.0	0	0	3
Kibbutzim	0.0	0.0	0.0	0.0	0	0	1
ex-Cabinet	0.0	0.0	0.0	0.0	0	0	1
scraper	0.0	0.0	0.0	0.0	0	0	1
feasibility	0.0	0.0	0.0	0.0	0	0	3
271	0.0	0.0	0.0	0.0	0	0	1
272	0.0	0.0	0.0	0.0	0	0	1
fitc-dextran	0.0	0.0	0.0	0.0	0	0	1
274	0.0	0.0	0.0	0.0	0	0	1
